GeneID	k_cluster	Gene name	Human gene stable ID	Human gene name	Mouse gene stable ID	Mouse gene name
ENSCAFG00000004792	0	RNF220	ENSG00000187147	RNF220	ENSMUSG00000028677	Rnf220
ENSCAFG00000004794	1	NUDT5	ENSG00000165609	NUDT5	ENSMUSG00000025817	Nudt5
ENSCAFG00000004795	1	MTRF1	ENSG00000120662	MTRF1	ENSMUSG00000022022	Mtrf1
ENSCAFG00000004805	2	WBP4	ENSG00000120688	WBP4	ENSMUSG00000022023	Wbp4
ENSCAFG00000004822	5	ALG8	ENSG00000159063	ALG8	ENSMUSG00000035704	Alg8
ENSCAFG00000004824	4	MEGF8	ENSG00000105429	MEGF8	ENSMUSG00000045039	Megf8
ENSCAFG00000004826	4	SLC6A9	ENSG00000196517	SLC6A9	ENSMUSG00000028542	Slc6a9
ENSCAFG00000004839	1	UPF2	ENSG00000151461	UPF2	ENSMUSG00000043241	Upf2
ENSCAFG00000004845	4	THRSP	ENSG00000151365	THRSP	ENSMUSG00000035686	Thrsp
ENSCAFG00000004853	4	CHPF2	ENSG00000033100	CHPF2	ENSMUSG00000038181	Chpf2
ENSCAFG00000004854	4	ATP6V0B	ENSG00000117410	ATP6V0B	ENSMUSG00000033379	Atp6v0b
ENSCAFG00000004858	4	CIC	ENSG00000079432	CIC	ENSMUSG00000005442	Cic
ENSCAFG00000004860	0	RECQL5	ENSG00000108469	RECQL5	ENSMUSG00000020752	Recql5
ENSCAFG00000004867	1	MBD4	ENSG00000129071	MBD4	ENSMUSG00000030322	Mbd4
ENSCAFG00000004871	0	EFCAB12	ENSG00000172771	EFCAB12	ENSMUSG00000030321	Efcab12
ENSCAFG00000004872	2	PTPN4	ENSG00000088179	PTPN4	ENSMUSG00000026384	Ptpn4
ENSCAFG00000004875	4	IPO13	ENSG00000117408	IPO13	ENSMUSG00000033365	Ipo13
ENSCAFG00000004876	0	NUB1	ENSG00000013374	NUB1	ENSMUSG00000028954	Nub1
ENSCAFG00000004887	0	ST3GAL3	ENSG00000126091	ST3GAL3	ENSMUSG00000028538	St3gal3
ENSCAFG00000004891	4	ZNF526	ENSG00000167625	ZNF526	ENSMUSG00000046541	Zfp526
ENSCAFG00000004892	0	DEDD2	ENSG00000160570	DEDD2	ENSMUSG00000054499	Dedd2
ENSCAFG00000004894	1	RHEB	ENSG00000106615	RHEB	ENSMUSG00000028945	Rheb
ENSCAFG00000004897	1	RSF1	ENSG00000048649	RSF1	ENSMUSG00000035623	Rsf1
ENSCAFG00000004909	4	ZNF513	ENSG00000163795	ZNF513	ENSMUSG00000043059	Zfp513
ENSCAFG00000004914	2	GALK1	ENSG00000108479	GALK1	ENSMUSG00000020766	Galk1
ENSCAFG00000004925	0	UNK	ENSG00000132478	UNK	ENSMUSG00000020770	Unk
ENSCAFG00000004927	2	CCDC93	ENSG00000125633	CCDC93	ENSMUSG00000026339	Ccdc93
ENSCAFG00000004930	4	GRIK5	ENSG00000105737	GRIK5	ENSMUSG00000003378	Grik5
ENSCAFG00000004953	0	TRIM47	ENSG00000132481	TRIM47	ENSMUSG00000020773	Trim47
ENSCAFG00000004964	3	XRCC2	ENSG00000196584	XRCC2	ENSMUSG00000028933	Xrcc2
ENSCAFG00000004968	0	FBF1	ENSG00000188878	FBF1	ENSMUSG00000020776	Fbf1
ENSCAFG00000004980	2	CD79A	ENSG00000105369	CD79A	ENSMUSG00000003379	Cd79a
ENSCAFG00000004981	2	BORA	ENSG00000136122	BORA	ENSMUSG00000022070	Bora
ENSCAFG00000004995	0	DMAC2	ENSG00000105341	DMAC2	ENSMUSG00000057229	Dmac2
ENSCAFG00000005015	4	CCDC97	ENSG00000142039	CCDC97	ENSMUSG00000002608	Ccdc97
ENSCAFG00000005032	1	PIBF1	ENSG00000083535	PIBF1	ENSMUSG00000022064	Pibf1
ENSCAFG00000005048	0	IFT172	ENSG00000138002	IFT172	ENSMUSG00000038564	Ift172
ENSCAFG00000005054	2	ZRANB3	ENSG00000121988	ZRANB3	ENSMUSG00000036086	Zranb3
ENSCAFG00000005062	4	PAXIP1	ENSG00000157212	PAXIP1	ENSMUSG00000002221	Paxip1
ENSCAFG00000005063	5	QRICH2	ENSG00000129646	QRICH2	ENSMUSG00000070331	Qrich2
ENSCAFG00000005066	4	WDR48	ENSG00000114742	WDR48	ENSMUSG00000032512	Wdr48
ENSCAFG00000005075	4	R3HDM1	ENSG00000048991	R3HDM1	ENSMUSG00000056211	R3hdm1
ENSCAFG00000005086	4	RBM33	ENSG00000184863	RBM33	ENSMUSG00000048271	Rbm33
ENSCAFG00000005087	5	TTC21A	ENSG00000168026	TTC21A	ENSMUSG00000032514	Ttc21a
ENSCAFG00000005103	0	C1H19orf54	ENSG00000188493	C19orf54	ENSMUSG00000078786	BC024978
ENSCAFG00000005113	2	UBXN4	ENSG00000144224	UBXN4	ENSMUSG00000026353	Ubxn4
ENSCAFG00000005121	1	SFMBT2	ENSG00000198879	SFMBT2	ENSMUSG00000061186	Sfmbt2
ENSCAFG00000005130	1	NAPB	ENSG00000125814	NAPB	ENSMUSG00000027438	Napb
ENSCAFG00000005134	1	LMBR1	ENSG00000105983	LMBR1	ENSMUSG00000010721	Lmbr1
ENSCAFG00000005140	4	IRAK2	ENSG00000134070	IRAK2	ENSMUSG00000060477	Irak2
ENSCAFG00000005141	0	SHKBP1	ENSG00000160410	SHKBP1	ENSMUSG00000089832	Shkbp1
ENSCAFG00000005160	2	GPN1	ENSG00000198522	GPN1	ENSMUSG00000064037	Gpn1
ENSCAFG00000005161	1	DARS1	ENSG00000115866	DARS1	ENSMUSG00000026356	Dars
ENSCAFG00000005178	1	HNMT	ENSG00000150540	HNMT	ENSMUSG00000026986	Hnmt
ENSCAFG00000005188	2	SPOPL	ENSG00000144228	SPOPL	ENSMUSG00000026771	Spopl
ENSCAFG00000005201	2	NXPH2	ENSG00000144227	NXPH2	ENSMUSG00000069132	Nxph2
ENSCAFG00000005211	5	PRRT3	ENSG00000163704	PRRT3	ENSMUSG00000045009	Prrt3
ENSCAFG00000005213	0	IL15RA	ENSG00000134470	IL15RA	ENSMUSG00000023206	Il15ra
ENSCAFG00000005214	1	KIZ	ENSG00000088970	KIZ	ENSMUSG00000074749	Kiz
ENSCAFG00000005218	0	FBH1	ENSG00000134452	FBH1	ENSMUSG00000058594	Fbh1
ENSCAFG00000005220	0	SZT2	ENSG00000198198	SZT2	ENSMUSG00000033253	Szt2
ENSCAFG00000005221	4	ANKRD16	ENSG00000134461	ANKRD16	ENSMUSG00000047909	Ankrd16
ENSCAFG00000005224	4	TNRC6C	ENSG00000078687	TNRC6C	ENSMUSG00000025571	Tnrc6c
ENSCAFG00000005240	5	DYNC2I1	ENSG00000126870	DYNC2I1	ENSMUSG00000042050	Dync2i1
ENSCAFG00000005243	0	LRRC32	ENSG00000137507	LRRC32	ENSMUSG00000090958	Lrrc32
ENSCAFG00000005245	4	ELOVL1	ENSG00000066322	ELOVL1	ENSMUSG00000006390	Elovl1
ENSCAFG00000005254	0	IL17RE	ENSG00000163701	IL17RE	ENSMUSG00000043088	Il17re
ENSCAFG00000005256	3	NDFIP2	ENSG00000102471	NDFIP2	ENSMUSG00000053253	Ndfip2
ENSCAFG00000005263	4	EMSY	ENSG00000158636	EMSY	ENSMUSG00000035401	Emsy
ENSCAFG00000005272	5	SEC22C	ENSG00000093183	SEC22C	ENSMUSG00000061536	Sec22c
ENSCAFG00000005305	0	TTLL3	ENSG00000214021	TTLL3	ENSMUSG00000030276	Ttll3
ENSCAFG00000005309	4	LBH	ENSG00000213626	LBH	ENSMUSG00000024063	Lbh
ENSCAFG00000005331	4	CAMK1	ENSG00000134072	CAMK1	ENSMUSG00000030272	Camk1
ENSCAFG00000005333	1	CRNKL1	ENSG00000101343	CRNKL1	ENSMUSG00000001767	Crnkl1
ENSCAFG00000005334	4	GPR180	ENSG00000152749	GPR180	ENSMUSG00000022131	Gpr180
ENSCAFG00000005336	1	EBNA1BP2	ENSG00000117395	EBNA1BP2	ENSMUSG00000028729	Ebna1bp2
ENSCAFG00000005344	0	OGG1	ENSG00000114026	OGG1	ENSMUSG00000030271	Ogg1
ENSCAFG00000005345	3	SERTAD1	ENSG00000197019	SERTAD1	ENSMUSG00000008384	Sertad1
ENSCAFG00000005369	1	INTS10	ENSG00000104613	INTS10	ENSMUSG00000031864	Ints10
ENSCAFG00000005381	0	MAP6	ENSG00000171533	MAP6	ENSMUSG00000055407	Map6
ENSCAFG00000005383	4	TTC5	ENSG00000136319	TTC5	ENSMUSG00000006288	Ttc5
ENSCAFG00000005385	1	FNTA	ENSG00000168522	FNTA	ENSMUSG00000015994	Fnta
ENSCAFG00000005400	0	KLHL35	ENSG00000149243	KLHL35	ENSMUSG00000035298	Klhl35
ENSCAFG00000005404	0	TEP1	ENSG00000129566	TEP1	ENSMUSG00000006281	Tep1
ENSCAFG00000005408	3	BRPF1	ENSG00000156983	BRPF1	ENSMUSG00000001632	Brpf1
ENSCAFG00000005418	2	THAP1	ENSG00000131931	THAP1	ENSMUSG00000037214	Thap1
ENSCAFG00000005428	2	DYRK1B	ENSG00000105204	DYRK1B	ENSMUSG00000002409	Dyrk1b
ENSCAFG00000005431	0		ENSG00000129538	RNASE1	ENSMUSG00000035896	Rnase1
ENSCAFG00000005438	4	SLC39A2	ENSG00000165794	SLC39A2	ENSMUSG00000072572	Slc39a2
ENSCAFG00000005450	3	KAT14	ENSG00000149474	KAT14	ENSMUSG00000027425	Kat14
ENSCAFG00000005454	5		ENSG00000125871	MGME1	ENSMUSG00000027424	Mgme1
ENSCAFG00000005462	5	XRRA1	ENSG00000166435	XRRA1	ENSMUSG00000035211	Xrra1
ENSCAFG00000005469	0	SUPT5H	ENSG00000196235	SUPT5H	ENSMUSG00000003435	Supt5
ENSCAFG00000005480	2	DNAJC3	ENSG00000102580	DNAJC3	ENSMUSG00000022136	Dnajc3
ENSCAFG00000005483	0	ARHGEF40	ENSG00000165801	ARHGEF40	ENSMUSG00000004562	Arhgef40
ENSCAFG00000005489	3	LIPT2	ENSG00000175536	LIPT2	ENSMUSG00000030725	Lipt2
ENSCAFG00000005492	5	CMC1	ENSG00000187118	CMC1	ENSMUSG00000039163	Cmc1
ENSCAFG00000005505	3	PGM2L1	ENSG00000165434	PGM2L1	ENSMUSG00000030729	Pgm2l1
ENSCAFG00000005521	0	PLEKHG2	ENSG00000090924	PLEKHG2	ENSMUSG00000037552	Plekhg2
ENSCAFG00000005524	0	USP36	ENSG00000055483	USP36	ENSMUSG00000033909	Usp36
ENSCAFG00000005537	3		ENSG00000171302	CANT1	ENSMUSG00000025575	Cant1
ENSCAFG00000005539	4	PPME1	ENSG00000214517	PPME1	ENSMUSG00000030718	Ppme1
ENSCAFG00000005545	0	ENGASE	ENSG00000167280	ENGASE	ENSMUSG00000033857	Engase
ENSCAFG00000005550	4	PAF1	ENSG00000006712	PAF1	ENSMUSG00000003437	Paf1
ENSCAFG00000005561	1	IPO5	ENSG00000065150	IPO5	ENSMUSG00000030662	Ipo5
ENSCAFG00000005564	4	UCP2	ENSG00000175567	UCP2	ENSMUSG00000033685	Ucp2
ENSCAFG00000005568	0	SAMD4B	ENSG00000179134	SAMD4B	ENSMUSG00000109336	Samd4b
ENSCAFG00000005576	1	SUPT16H	ENSG00000092201	SUPT16H	ENSMUSG00000035726	Supt16
ENSCAFG00000005579	4	LRFN1	ENSG00000128011	LRFN1	ENSMUSG00000030600	Lrfn1
ENSCAFG00000005587	1	ESF1	ENSG00000089048	ESF1	ENSMUSG00000045624	Esf1
ENSCAFG00000005589	2	GAA	ENSG00000141519	CCDC40	ENSMUSG00000039963	Ccdc40
ENSCAFG00000005598	4	FAM168A	ENSG00000054965	FAM168A	ENSMUSG00000029461	Fam168a
ENSCAFG00000005607	1	SPTLC3	ENSG00000172296	SPTLC3	ENSMUSG00000039092	Sptlc3
ENSCAFG00000005609	3	XDH	ENSG00000158125	XDH	ENSMUSG00000024066	Xdh
ENSCAFG00000005615	0		ENSG00000169609	C15orf40	ENSMUSG00000025102	3110040N11Rik
ENSCAFG00000005628	4	P2RY6	ENSG00000171631	P2RY6	ENSMUSG00000048779	P2ry6
ENSCAFG00000005630	4	P2RY2	ENSG00000175591	P2RY2	ENSMUSG00000032860	P2ry2
ENSCAFG00000005636	0	CARD14	ENSG00000141527	CARD14	ENSMUSG00000013483	Card14
ENSCAFG00000005638	4	SIRT2	ENSG00000068903	SIRT2	ENSMUSG00000015149	Sirt2
ENSCAFG00000005641	1	RAB2B	ENSG00000129472	RAB2B	ENSMUSG00000022159	Rab2b
ENSCAFG00000005642	0	RINL	ENSG00000187994	RINL	ENSMUSG00000051735	Rinl
ENSCAFG00000005651	1	MKKS	ENSG00000125863	MKKS	ENSMUSG00000027274	Mkks
ENSCAFG00000005652	0	HNRNPL	ENSG00000104824	HNRNPL	ENSMUSG00000015165	Hnrnpl
ENSCAFG00000005655	0	ATG16L2	ENSG00000168010	ATG16L2	ENSMUSG00000047767	Atg16l2
ENSCAFG00000005659	1	NMI	ENSG00000123609	NMI	ENSMUSG00000026946	Nmi
ENSCAFG00000005665	1	KRR1	ENSG00000111615	KRR1	ENSMUSG00000063334	Krr1
ENSCAFG00000005667	1	NEK10	ENSG00000163491	NEK10	ENSMUSG00000042567	Nek10
ENSCAFG00000005668	0	ANKEF1	ENSG00000132623	ANKEF1	ENSMUSG00000074771	Ankef1
ENSCAFG00000005670	2	RIF1	ENSG00000080345	RIF1	ENSMUSG00000036202	Rif1
ENSCAFG00000005677	0	ARAP1	ENSG00000186635	ARAP1	ENSMUSG00000032812	Arap1
ENSCAFG00000005684	0	ENDOV	ENSG00000173818	ENDOV	ENSMUSG00000039850	Endov
ENSCAFG00000005688	0	PHLDA1	ENSG00000139289	PHLDA1	ENSMUSG00000020205	Phlda1
ENSCAFG00000005692	4	RPTOR	ENSG00000141564	RPTOR	ENSMUSG00000025583	Rptor
ENSCAFG00000005694	1	NAP1L1	ENSG00000187109	NAP1L1	ENSMUSG00000058799	Nap1l1
ENSCAFG00000005702	1	TOP2B	ENSG00000077097	TOP2B	ENSMUSG00000017485	Top2b
ENSCAFG00000005718	3	E2F7	ENSG00000165891	E2F7	ENSMUSG00000020185	E2f7
ENSCAFG00000005719	0	TEPSIN	ENSG00000167302	TEPSIN	ENSMUSG00000025377	Tepsin
ENSCAFG00000005720	3	CLPB	ENSG00000162129	CLPB	ENSMUSG00000001829	Clpb
ENSCAFG00000005723	2	PSD2	ENSG00000146005	PSD2	ENSMUSG00000024347	Psd2
ENSCAFG00000005725	4	SLC38A10	ENSG00000157637	SLC38A10	ENSMUSG00000061306	Slc38a10
ENSCAFG00000005732	0	BAHCC1	ENSG00000266074	BAHCC1	ENSMUSG00000039741	Bahcc1
ENSCAFG00000005743	0	INPPL1	ENSG00000165458	INPPL1	ENSMUSG00000032737	Inppl1
ENSCAFG00000005745	5	FSCN2	ENSG00000186765	FSCN2	ENSMUSG00000025380	Fscn2
ENSCAFG00000005756	3	YIPF4	ENSG00000119820	YIPF4	ENSMUSG00000024072	Yipf4
ENSCAFG00000005775	4	BIRC6	ENSG00000115760	BIRC6	ENSMUSG00000024073	Birc6
ENSCAFG00000005789	0	HGS	ENSG00000185359	HGS	ENSMUSG00000025793	Hgs
ENSCAFG00000005790	2	STAM2	ENSG00000115145	STAM2	ENSMUSG00000055371	Stam2
ENSCAFG00000005810	2	KAT2B	ENSG00000114166	KAT2B	ENSMUSG00000000708	Kat2b
ENSCAFG00000005811	1	FMNL2	ENSG00000157827	FMNL2	ENSMUSG00000036053	Fmnl2
ENSCAFG00000005815	5	EFHB	ENSG00000163576	EFHB	ENSMUSG00000023931	Efhb
ENSCAFG00000005816	1	TTC27	ENSG00000018699	TTC27	ENSMUSG00000024078	Ttc27
ENSCAFG00000005825	0	APBB3	ENSG00000113108	APBB3	ENSMUSG00000117679	Apbb3
ENSCAFG00000005833	5		ENSG00000197780	TAF13	ENSMUSG00000048100	Taf13
ENSCAFG00000005854	5	PPFIA2	ENSG00000139220	PPFIA2	ENSMUSG00000053825	Ppfia2
ENSCAFG00000005855	0	TMCO6	ENSG00000113119	TMCO6	ENSMUSG00000006850	Tmco6
ENSCAFG00000005857	3	GGACT	ENSG00000134864	GGACT	ENSMUSG00000041625	Ggact
ENSCAFG00000005866	2	EIF3K	ENSG00000178982	EIF3K	ENSMUSG00000053565	Eif3k
ENSCAFG00000005884	4	PGAP2	ENSG00000148985	PGAP2	ENSMUSG00000030990	Pgap2
ENSCAFG00000005888	0	DND1	ENSG00000256453	DND1	ENSMUSG00000044595	Dnd1
ENSCAFG00000005893	4	MAFG	ENSG00000197063	MAFG	ENSMUSG00000051510	Mafg
ENSCAFG00000005895	4	STIM1	ENSG00000167323	STIM1	ENSMUSG00000030987	Stim1
ENSCAFG00000005898	1	CKAP2	ENSG00000136108	CKAP2	ENSMUSG00000037725	Ckap2
ENSCAFG00000005905	0	HARS2	ENSG00000112855	HARS2	ENSMUSG00000019143	Hars2
ENSCAFG00000005907	1	ZMAT2	ENSG00000146007	ZMAT2	ENSMUSG00000001383	Zmat2
ENSCAFG00000005908	0		ENSG00000170421	KRT8	ENSMUSG00000049382	Krt8
ENSCAFG00000005910	2	METTL25	ENSG00000127720	METTL25	ENSMUSG00000036009	Mettl25
ENSCAFG00000005915	4	LRRC45	ENSG00000169683	LRRC45	ENSMUSG00000025145	Lrrc45
ENSCAFG00000005922	0		ENSG00000169750	RAC3	ENSMUSG00000018012	Rac3
ENSCAFG00000005931	2	PSMD8	ENSG00000188766	SPRED3	ENSMUSG00000037239	Spred3
ENSCAFG00000005932	1	VPS36	ENSG00000136100	VPS36	ENSMUSG00000031479	Vps36
ENSCAFG00000005941	4	KCNK6	ENSG00000099337	KCNK6	ENSMUSG00000046410	Kcnk6
ENSCAFG00000005945	1	RRM1	ENSG00000167325	RRM1	ENSMUSG00000030978	Rrm1
ENSCAFG00000005957	4	DPF1	ENSG00000011332	DPF1	ENSMUSG00000030584	Dpf1
ENSCAFG00000005961	1	MRPS31	ENSG00000102738	MRPS31	ENSMUSG00000031533	Mrps31
ENSCAFG00000005973	4	SIPA1L3	ENSG00000105738	SIPA1L3	ENSMUSG00000030583	Sipa1l3
ENSCAFG00000005979	3	COG6	ENSG00000133103	COG6	ENSMUSG00000027742	Cog6
ENSCAFG00000005984	3	POGLUT2	ENSG00000134901	POGLUT2	ENSMUSG00000026047	Poglut2
ENSCAFG00000006001	0	PROSER1	ENSG00000120685	PROSER1	ENSMUSG00000049504	Proser1
ENSCAFG00000006006	4	FASN	ENSG00000169710	FASN	ENSMUSG00000025153	Fasn
ENSCAFG00000006013	1	CNTN4	ENSG00000144619	CNTN4	ENSMUSG00000064293	Cntn4
ENSCAFG00000006017	3	EAF1	ENSG00000144597	EAF1	ENSMUSG00000021890	Eaf1
ENSCAFG00000006025	5	TRIM21	ENSG00000132109	TRIM21	ENSMUSG00000030966	Trim21
ENSCAFG00000006027	1	CEP290	ENSG00000198707	CEP290	ENSMUSG00000019971	Cep290
ENSCAFG00000006031	1	LIG4	ENSG00000174405	LIG4	ENSMUSG00000049717	Lig4
ENSCAFG00000006032	2	ABHD13	ENSG00000139826	ABHD13	ENSMUSG00000040396	Abhd13
ENSCAFG00000006033	1	ZNF605	ENSG00000196458	ZNF605	ENSMUSG00000023284	Zfp605
ENSCAFG00000006046	3	COL6A5	ENSG00000172752	COL6A5	ENSMUSG00000091345	Col6a5
ENSCAFG00000006047	0	LETM2	ENSG00000165046	LETM2	ENSMUSG00000037363	Letm2
ENSCAFG00000006048	5	CCDC57	ENSG00000176155	CCDC57	ENSMUSG00000048445	Ccdc57
ENSCAFG00000006064	0		ENSG00000168028	RPSA	ENSMUSG00000032518	Rpsa
ENSCAFG00000006085	1	CEBPZ	ENSG00000115816	CEBPZ	ENSMUSG00000024081	Cebpz
ENSCAFG00000006088	2		ENSG00000153487	ING1	ENSMUSG00000045969	Ing1
ENSCAFG00000006089	4	SMOX	ENSG00000088826	SMOX	ENSMUSG00000027333	Smox
ENSCAFG00000006092	0	PLPP5	ENSG00000147535	PLPP5	ENSMUSG00000031570	Plpp5
ENSCAFG00000006095	0	ANKRD10	ENSG00000088448	ANKRD10	ENSMUSG00000031508	Ankrd10
ENSCAFG00000006097	0	ASTE1	ENSG00000034533	ASTE1	ENSMUSG00000032567	Aste1
ENSCAFG00000006099	1	DDHD2	ENSG00000085788	DDHD2	ENSMUSG00000061313	Ddhd2
ENSCAFG00000006101	1	ANKLE2	ENSG00000176915	ANKLE2	ENSMUSG00000029501	Ankle2
ENSCAFG00000006103	1	NEK11	ENSG00000114670	NEK11	ENSMUSG00000035032	Nek11
ENSCAFG00000006113	1	LSM1	ENSG00000175324	LSM1	ENSMUSG00000037296	Lsm1
ENSCAFG00000006114	1	TAF7	ENSG00000178913	TAF7	ENSMUSG00000051316	Taf7
ENSCAFG00000006115	5	EXOSC8	ENSG00000120699	EXOSC8	ENSMUSG00000027752	Exosc8
ENSCAFG00000006134	2	KERA	ENSG00000139330	KERA	ENSMUSG00000019932	Kera
ENSCAFG00000006143	4	TUBGCP3	ENSG00000126216	TUBGCP3	ENSMUSG00000000759	Tubgcp3
ENSCAFG00000006159	4	AP5S1	ENSG00000125843	AP5S1	ENSMUSG00000068264	Ap5s1
ENSCAFG00000006163	2	EEA1	ENSG00000102189	EEA1	ENSMUSG00000036499	Eea1
ENSCAFG00000006173	0	HDAC3	ENSG00000171720	HDAC3	ENSMUSG00000024454	Hdac3
ENSCAFG00000006178	1	SPART	ENSG00000133104	SPART	ENSMUSG00000036580	Spg20
ENSCAFG00000006180	0	SOCS2	ENSG00000120833	SOCS2	ENSMUSG00000020027	Socs2
ENSCAFG00000006190	4	SPEF1	ENSG00000101222	SPEF1	ENSMUSG00000027329	Spef1
ENSCAFG00000006199	3	ATP11A	ENSG00000068650	ATP11A	ENSMUSG00000031441	Atp11a
ENSCAFG00000006214	4	ARAP3	ENSG00000120318	ARAP3	ENSMUSG00000024451	Arap3
ENSCAFG00000006215	5	POLE	ENSG00000177084	POLE	ENSMUSG00000007080	Pole
ENSCAFG00000006224	4	ZNF703	ENSG00000183779	ZNF703	ENSMUSG00000085795	Zfp703
ENSCAFG00000006227	3	TMCC3	ENSG00000057704	TMCC3	ENSMUSG00000020023	Tmcc3
ENSCAFG00000006244	5	NR2C1	ENSG00000120798	NR2C1	ENSMUSG00000005897	Nr2c1
ENSCAFG00000006246	4	GFRA4	ENSG00000125861	GFRA4	ENSMUSG00000027316	Gfra4
ENSCAFG00000006248	1	CHL1	ENSG00000134121	CHL1	ENSMUSG00000030077	Chl1
ENSCAFG00000006249	3	NDFIP1	ENSG00000131507	NDFIP1	ENSMUSG00000024425	Ndfip1
ENSCAFG00000006270	2	P2RX2	ENSG00000187848	P2RX2	ENSMUSG00000029503	P2rx2
ENSCAFG00000006300	0	NOC4L	ENSG00000184967	NOC4L	ENSMUSG00000033294	Noc4l
ENSCAFG00000006320	0	DDX51	ENSG00000185163	DDX51	ENSMUSG00000029504	Ddx51
ENSCAFG00000006323	3	LAMP1	ENSG00000185896	LAMP1	ENSMUSG00000031447	Lamp1
ENSCAFG00000006325	2	MAK16	ENSG00000198042	MAK16	ENSMUSG00000031578	Mak16
ENSCAFG00000006326	2	KCTD16	ENSG00000183775	KCTD16	ENSMUSG00000051401	Kctd16
ENSCAFG00000006331	5	VEZT	ENSG00000028203	VEZT	ENSMUSG00000036099	Vezt
ENSCAFG00000006351	1	PDS5B	ENSG00000083642	PDS5B	ENSMUSG00000034021	Pds5b
ENSCAFG00000006357	5	CNTN3	ENSG00000113805	CNTN3	ENSMUSG00000030075	Cntn3
ENSCAFG00000006359	4	DCUN1D2	ENSG00000150401	DCUN1D2	ENSMUSG00000038506	Dcun1d2
ENSCAFG00000006373	0		ENSG00000026025	VIM	ENSMUSG00000026728	Vim
ENSCAFG00000006375	1	USP44	ENSG00000136014	USP44	ENSMUSG00000020020	Usp44
ENSCAFG00000006376	1	N4BP2L2	ENSG00000244754	N4BP2L2	ENSMUSG00000029655	N4bp2l2
ENSCAFG00000006377	4	EP400	ENSG00000183495	EP400	ENSMUSG00000029505	Ep400
ENSCAFG00000006378	0	FAM160A2	ENSG00000051009	FAM160A2	ENSMUSG00000044465	Fam160a2
ENSCAFG00000006384	0	TFDP1	ENSG00000198176	TFDP1	ENSMUSG00000038482	Tfdp1
ENSCAFG00000006404	0	CAVIN3	ENSG00000170955	CAVIN3	ENSMUSG00000037060	Cavin3
ENSCAFG00000006406	2	AMDHD1	ENSG00000139344	AMDHD1	ENSMUSG00000015890	Amdhd1
ENSCAFG00000006407	0	DDRGK1	ENSG00000198171	DDRGK1	ENSMUSG00000068290	Ddrgk1
ENSCAFG00000006410	1	WRN	ENSG00000165392	WRN	ENSMUSG00000031583	Wrn
ENSCAFG00000006421	4	GAS6	ENSG00000183087	GAS6	ENSMUSG00000031451	Gas6
ENSCAFG00000006431	1	LARS1	ENSG00000133706	LARS1	ENSMUSG00000024493	Lars
ENSCAFG00000006434	2	SHQ1	ENSG00000144736	SHQ1	ENSMUSG00000035378	Shq1
ENSCAFG00000006442	3	PURG	ENSG00000172733	PURG	ENSMUSG00000049184	Purg
ENSCAFG00000006444	4	TRIM3	ENSG00000110171	TRIM3	ENSMUSG00000036989	Trim3
ENSCAFG00000006447	2	TOPBP1	ENSG00000163781	TOPBP1	ENSMUSG00000032555	Topbp1
ENSCAFG00000006448	3	TEX15	ENSG00000133863	TEX15	ENSMUSG00000009628	Tex15
ENSCAFG00000006461	4	FOXP1	ENSG00000114861	FOXP1	ENSMUSG00000030067	Foxp1
ENSCAFG00000006465	5		ENSG00000170627	GTSF1	ENSMUSG00000022487	Gtsf1
ENSCAFG00000006471	5	THUMPD2	ENSG00000138050	THUMPD2	ENSMUSG00000024246	Thumpd2
ENSCAFG00000006472	0		ENSG00000137154	RPS6	ENSMUSG00000028495	Rps6
ENSCAFG00000006476	5	RRP8	ENSG00000132275	RRP8	ENSMUSG00000030888	Rrp8
ENSCAFG00000006489	1	GTF2E2	ENSG00000197265	GTF2E2	ENSMUSG00000031585	Gtf2e2
ENSCAFG00000006493	5	CDC16	ENSG00000130177	CDC16	ENSMUSG00000038416	Cdc16
ENSCAFG00000006500	0	TCERG1	ENSG00000113649	TCERG1	ENSMUSG00000024498	Tcerg1
ENSCAFG00000006504	5	UPF3A	ENSG00000169062	UPF3A	ENSMUSG00000038398	Upf3a
ENSCAFG00000006522	2	B3GLCT	ENSG00000187676	B3GLCT	ENSMUSG00000051950	B3glct
ENSCAFG00000006523	0	LRRC56	ENSG00000161328	LRRC56	ENSMUSG00000038637	Lrrc56
ENSCAFG00000006526	0	LMNTD2	ENSG00000185522	LMNTD2	ENSMUSG00000025500	Lmntd2
ENSCAFG00000006527	0	MTA3	ENSG00000057935	MTA3	ENSMUSG00000055817	Mta3
ENSCAFG00000006534	4	VPS16	ENSG00000215305	VPS16	ENSMUSG00000027411	Vps16
ENSCAFG00000006548	1	UBA3	ENSG00000144744	UBA3	ENSMUSG00000030061	Uba3
ENSCAFG00000006550	3	NEURL3	ENSG00000163121	NEURL3	ENSMUSG00000047180	Neurl3
ENSCAFG00000006551	2	MAPK8	ENSG00000107643	MAPK8	ENSMUSG00000021936	Mapk8
ENSCAFG00000006553	2	TMF1	ENSG00000144747	TMF1	ENSMUSG00000030059	Tmf1
ENSCAFG00000006554	2	IKBIP	ENSG00000166130	IKBIP	ENSMUSG00000019975	Ikbip
ENSCAFG00000006555	1	PRKDC	ENSG00000253729	PRKDC	ENSMUSG00000022672	Prkdc
ENSCAFG00000006568	4	ARHGAP22	ENSG00000128805	ARHGAP22	ENSMUSG00000063506	Arhgap22
