GeneID	k_cluster	Gene name	Human gene stable ID	Human gene name	Mouse gene stable ID	Mouse gene name
ENSCAFG00000006151	3	CDC42EP3	ENSG00000163171	CDC42EP3	ENSMUSG00000036533	Cdc42ep3
ENSCAFG00000006164	5	CYP1B1	ENSG00000138061	CYP1B1	ENSMUSG00000024087	Cyp1b1
ENSCAFG00000006175	2	CDC25B	ENSG00000101224	CDC25B	ENSMUSG00000027330	Cdc25b
ENSCAFG00000006176	4	RAB11FIP1	ENSG00000156675	RAB11FIP1	ENSMUSG00000031488	Rab11fip1
ENSCAFG00000006181	7	ATL2	ENSG00000119787	ATL2	ENSMUSG00000059811	Atl2
ENSCAFG00000006189	3	CCNA1	ENSG00000133101	CCNA1	ENSMUSG00000027793	Ccna1
ENSCAFG00000006196	9	CPNE4	ENSG00000196353	CPNE4	ENSMUSG00000032564	Cpne4
ENSCAFG00000006200	6	PLXNC1	ENSG00000136040	PLXNC1	ENSMUSG00000074785	Plxnc1
ENSCAFG00000006209	5	HSPA12B	ENSG00000132622	HSPA12B	ENSMUSG00000074793	Hspa12b
ENSCAFG00000006212	3	SEMA3A	ENSG00000075213	SEMA3A	ENSMUSG00000028883	Sema3a
ENSCAFG00000006228	0	DHX57	ENSG00000163214	DHX57	ENSMUSG00000035051	Dhx57
ENSCAFG00000006231	3	DCLK1	ENSG00000133083	DCLK1	ENSMUSG00000027797	Dclk1
ENSCAFG00000006239	6	PCDH12	ENSG00000113555	PCDH12	ENSMUSG00000024440	Pcdh12
ENSCAFG00000006241	7	RNF14	ENSG00000013561	RNF14	ENSMUSG00000060450	Rnf14
ENSCAFG00000006247	4	SEMA3E	ENSG00000170381	SEMA3E	ENSMUSG00000063531	Sema3e
ENSCAFG00000006254	7	GALM	ENSG00000143891	GALM	ENSMUSG00000035473	Galm
ENSCAFG00000006255	3	NBEA	ENSG00000172915	NBEA	ENSMUSG00000027799	Nbea
ENSCAFG00000006258	1	F10	ENSG00000126218	F10	ENSMUSG00000031444	F10
ENSCAFG00000006261	3	MAB21L1	ENSG00000180660	MAB21L1	ENSMUSG00000056947	Mab21l1
ENSCAFG00000006278	1	ATRN	ENSG00000088812	ATRN	ENSMUSG00000027312	Atrn
ENSCAFG00000006291	5	RNF122	ENSG00000133874	RNF122	ENSMUSG00000039328	Rnf122
ENSCAFG00000006322	9	KL	ENSG00000133116	KL	ENSMUSG00000058488	Kl
ENSCAFG00000006334	10	GRTP1	ENSG00000139835	GRTP1	ENSMUSG00000038515	Grtp1
ENSCAFG00000006339	3	CACNA2D1	ENSG00000153956	CACNA2D1	ENSMUSG00000040118	Cacna2d1
ENSCAFG00000006349	6	TESPA1	ENSG00000135426	TESPA1	ENSMUSG00000034833	Tespa1
ENSCAFG00000006379	1	N4BP2L1	ENSG00000139597	N4BP2L1	ENSMUSG00000041132	N4bp2l1
ENSCAFG00000006381	3	SEMA3C	ENSG00000075223	SEMA3C	ENSMUSG00000028780	Sema3c
ENSCAFG00000006389	9	SLC4A11	ENSG00000088836	SLC4A11	ENSMUSG00000074796	Slc4a11
ENSCAFG00000006390	4	ATP4B	ENSG00000186009	ATP4B	ENSMUSG00000031449	Atp4b
ENSCAFG00000006401	6	CD36	ENSG00000135218	CD36	ENSMUSG00000002944	Cd36
ENSCAFG00000006402	0	CCKBR	ENSG00000110148	CCKBR	ENSMUSG00000030898	Cckbr
ENSCAFG00000006405	7	UBA5	ENSG00000081307	UBA5	ENSMUSG00000032557	Uba5
ENSCAFG00000006412	1	HAL	ENSG00000084110	HAL	ENSMUSG00000020017	Hal
ENSCAFG00000006413	6	NCKAP1L	ENSG00000123338	NCKAP1L	ENSMUSG00000022488	Nckap1l
ENSCAFG00000006424	3	GXYLT2	ENSG00000172986	GXYLT2	ENSMUSG00000030074	Gxylt2
ENSCAFG00000006441	2	RYBP	ENSG00000163602	RYBP	ENSMUSG00000072872	Rybp
ENSCAFG00000006458	2	RASA3	ENSG00000185989	RASA3	ENSMUSG00000031453	Rasa3
ENSCAFG00000006478	11	GSR	ENSG00000104687	GSR	ENSMUSG00000031584	Gsr
ENSCAFG00000006491	1	ITGA5	ENSG00000161638	ITGA5	ENSMUSG00000000555	Itga5
ENSCAFG00000006532	5	DCHS1	ENSG00000166341	DCHS1	ENSMUSG00000036862	Dchs1
ENSCAFG00000006540	1	TF	ENSG00000091513	TF	ENSMUSG00000032554	Trf
ENSCAFG00000006545	10	SLC25A3	ENSG00000075415	SLC25A3	ENSMUSG00000061904	Slc25a3
ENSCAFG00000006560	2	NCAPH	ENSG00000121152	NCAPH	ENSMUSG00000034906	Ncaph
ENSCAFG00000006573	3	TAFA4	ENSG00000163377	TAFA4	ENSMUSG00000046500	Tafa4
ENSCAFG00000006576	6	WDFY4	ENSG00000128815	WDFY4	ENSMUSG00000051506	Wdfy4
ENSCAFG00000006579	3	MEDAG	ENSG00000102802	MEDAG	ENSMUSG00000029659	Medag
ENSCAFG00000006585	6	ALOX5AP	ENSG00000132965	ALOX5AP	ENSMUSG00000060063	Alox5ap
ENSCAFG00000006590	1	USPL1	ENSG00000132952	USPL1	ENSMUSG00000041264	Uspl1
ENSCAFG00000006607	3	DPYSL3	ENSG00000113657	DPYSL3	ENSMUSG00000024501	Dpysl3
ENSCAFG00000006611	5	HOXC4	ENSG00000198353	HOXC4	ENSMUSG00000075394	Hoxc4
ENSCAFG00000006622	5	HOXC6	ENSG00000197757	HOXC6	ENSMUSG00000001661	Hoxc6
ENSCAFG00000006647	0	SPINK1	ENSG00000164266	SPINK1	ENSMUSG00000024503	Spink1
ENSCAFG00000006648	9	HOXC13	ENSG00000180818	HOXC10	ENSMUSG00000022484	Hoxc10
ENSCAFG00000006651	0	NOP56	ENSG00000101361	NOP56	ENSMUSG00000027405	Nop56
ENSCAFG00000006660	0	SLC7A1	ENSG00000139514	SLC7A1	ENSMUSG00000041313	Slc7a1
ENSCAFG00000006665	3	CLIP3	ENSG00000105270	CLIP3	ENSMUSG00000013921	Clip3
ENSCAFG00000006673	7	PPP1R3B	ENSG00000173281	PPP1R3B	ENSMUSG00000046794	Ppp1r3b
ENSCAFG00000006680	4	LRIG1	ENSG00000144749	LRIG1	ENSMUSG00000030029	Lrig1
ENSCAFG00000006691	11	SLC46A3	ENSG00000139508	SLC46A3	ENSMUSG00000029650	Slc46a3
ENSCAFG00000006702	7	HSD17B12	ENSG00000149084	HSD17B12	ENSMUSG00000027195	Hsd17b12
ENSCAFG00000006713	0	APLP1	ENSG00000105290	APLP1	ENSMUSG00000006651	Aplp1
ENSCAFG00000006714	3	NLRP14	ENSG00000158077	NLRP14	ENSMUSG00000016626	Nlrp14
ENSCAFG00000006721	0	RIMBP2	ENSG00000060709	RIMBP2	ENSMUSG00000029420	Rimbp2
ENSCAFG00000006728	0	KIRREL2	ENSG00000126259	KIRREL2	ENSMUSG00000036915	Kirrel2
ENSCAFG00000006742	4	CDX2	ENSG00000165556	CDX2	ENSMUSG00000029646	Cdx2
ENSCAFG00000006746	0	PDX1	ENSG00000139515	PDX1	ENSMUSG00000029644	Pdx1
ENSCAFG00000006758	9	NPHS1	ENSG00000161270	NPHS1	ENSMUSG00000006649	Nphs1
ENSCAFG00000006766	8	DLC1	ENSG00000164741	DLC1	ENSMUSG00000031523	Dlc1
ENSCAFG00000006767	7	PRODH2	ENSG00000250799	PRODH2	ENSMUSG00000036892	Prodh2
ENSCAFG00000006786	1	SLC17A8	ENSG00000179520	SLC17A8	ENSMUSG00000019935	Slc17a8
ENSCAFG00000006825	6	PRR5L	ENSG00000135362	PRR5L	ENSMUSG00000032841	Prr5l
ENSCAFG00000006832	11	COMMD9	ENSG00000110442	COMMD9	ENSMUSG00000027163	Commd9
ENSCAFG00000006835	7	NR1H4	ENSG00000012504	NR1H4	ENSMUSG00000047638	Nr1h4
ENSCAFG00000006849	5	TMEM132C	ENSG00000181234	TMEM132C	ENSMUSG00000034324	Tmem132c
ENSCAFG00000006875	3	DDX4	ENSG00000152670	DDX4	ENSMUSG00000021758	Ddx4
ENSCAFG00000006881	1	SLC1A2	ENSG00000110436	SLC1A2	ENSMUSG00000005089	Slc1a2
ENSCAFG00000006892	3	TUB	ENSG00000166402	TUB	ENSMUSG00000031028	Tub
ENSCAFG00000006920	7	KCNIP3	ENSG00000115042	FAHD2A	ENSMUSG00000027371	Fahd2a
ENSCAFG00000006923	3	ANO4	ENSG00000151572	ANO4	ENSMUSG00000035189	Ano4
ENSCAFG00000006935	8	ELF5	ENSG00000135374	ELF5	ENSMUSG00000027186	Elf5
ENSCAFG00000006941	7	CAT	ENSG00000121691	CAT	ENSMUSG00000027187	Cat
ENSCAFG00000006944	1	SLC7A2	ENSG00000003989	SLC7A2	ENSMUSG00000031596	Slc7a2
ENSCAFG00000006951	0	ATP4A	ENSG00000105675	ATP4A	ENSMUSG00000005553	Atp4a
ENSCAFG00000006953	3	PDGFRL	ENSG00000104213	PDGFRL	ENSMUSG00000031595	Pdgfrl
ENSCAFG00000006959	9	PROM2	ENSG00000155066	PROM2	ENSMUSG00000027376	Prom2
ENSCAFG00000006965	11	TRIB3	ENSG00000101255	TRIB3	ENSMUSG00000032715	Trib3
ENSCAFG00000006968	1	SCARB1	ENSG00000073060	SCARB1	ENSMUSG00000037936	Scarb1
ENSCAFG00000006979	10	MTUS1	ENSG00000129422	MTUS1	ENSMUSG00000045636	Mtus1
ENSCAFG00000006993	4	RFLNA	ENSG00000178882	RFLNA	ENSMUSG00000037962	Rflna
ENSCAFG00000006999	3	XKR4	ENSG00000206579	XKR4	ENSMUSG00000051951	Xkr4
ENSCAFG00000007012	6	SPIC	ENSG00000166211	SPIC	ENSMUSG00000004359	Spic
ENSCAFG00000007013	8	C21H11orf16	ENSG00000176029	C11orf16	ENSMUSG00000031022	BC051019
ENSCAFG00000007034	6	LYN	ENSG00000254087	LYN	ENSMUSG00000042228	Lyn
ENSCAFG00000007036	6	CD22	ENSG00000012124	CD22	ENSMUSG00000030577	Cd22
ENSCAFG00000007038	11	HM13	ENSG00000101294	HM13	ENSMUSG00000019188	H13
ENSCAFG00000007047	9	MAL	ENSG00000172005	MAL	ENSMUSG00000027375	Mal
ENSCAFG00000007048	11	HAMP	ENSG00000105697	HAMP	ENSMUSG00000050440	Hamp
ENSCAFG00000007049	8	COX4I2	ENSG00000131055	COX4I2	ENSMUSG00000009876	Cox4i2
ENSCAFG00000007054	11	USF2	ENSG00000105698	USF2	ENSMUSG00000058239	Usf2
ENSCAFG00000007062	2	BUB1	ENSG00000169679	BUB1	ENSMUSG00000027379	Bub1
ENSCAFG00000007065	6	ITGB7	ENSG00000139626	ITGB7	ENSMUSG00000001281	Itgb7
ENSCAFG00000007073	8	ACOXL	ENSG00000153093	ACOXL	ENSMUSG00000027380	Acoxl
ENSCAFG00000007084	5	FAM110B	ENSG00000169122	FAM110B	ENSMUSG00000049119	Fam110b
ENSCAFG00000007085	11	SOAT2	ENSG00000167780	SOAT2	ENSMUSG00000023045	Soat2
ENSCAFG00000007086	11	LSR	ENSG00000105699	LSR	ENSMUSG00000001247	Lsr
ENSCAFG00000007098	1	CYP7A1	ENSG00000167910	CYP7A1	ENSMUSG00000028240	Cyp7a1
ENSCAFG00000007100	4	PDE4D	ENSG00000113448	PDE4D	ENSMUSG00000021699	Pde4d
ENSCAFG00000007122	6	HCK	ENSG00000101336	HCK	ENSMUSG00000003283	Hck
ENSCAFG00000007126	11	HPN	ENSG00000105707	HPN	ENSMUSG00000001249	Hpn
ENSCAFG00000007127	6	LMO2	ENSG00000135363	LMO2	ENSMUSG00000032698	Lmo2
ENSCAFG00000007134	5	MYBPC1	ENSG00000196091	MYBPC1	ENSMUSG00000020061	Mybpc1
ENSCAFG00000007137	2	TOX	ENSG00000198846	TOX	ENSMUSG00000041272	Tox
ENSCAFG00000007148	7	FBXO3	ENSG00000110429	FBXO3	ENSMUSG00000027180	Fbxo3
ENSCAFG00000007158	10	SLC16A12	ENSG00000152779	SLC16A12	ENSMUSG00000009378	Slc16a12
ENSCAFG00000007161	3	SGCG	ENSG00000102683	SGCG	ENSMUSG00000035296	Sgcg
ENSCAFG00000007170	11	PCCB	ENSG00000114054	PCCB	ENSMUSG00000032527	Pccb
ENSCAFG00000007177	11	CHCHD5	ENSG00000125611	CHCHD5	ENSMUSG00000037938	Chchd5
ENSCAFG00000007184	2	SKA3	ENSG00000165480	SKA3	ENSMUSG00000021965	Ska3
ENSCAFG00000007216	4	FAM3D	ENSG00000198643	FAM3D	ENSMUSG00000021749	Oit1
ENSCAFG00000007224	2	HTR7	ENSG00000148680	HTR7	ENSMUSG00000024798	Htr7
ENSCAFG00000007225	3	FAM107A	ENSG00000168309	FAM107A	ENSMUSG00000021750	Fam107a
ENSCAFG00000007240	11	IPO11	ENSG00000086200	IPO11	ENSMUSG00000042590	Ipo11
ENSCAFG00000007242	2	CKAP2L	ENSG00000169607	CKAP2L	ENSMUSG00000048327	Ckap2l
ENSCAFG00000007261	7	ACOX2	ENSG00000168306	ACOX2	ENSMUSG00000021751	Acox2
ENSCAFG00000007288	7	CRYL1	ENSG00000165475	CRYL1	ENSMUSG00000021947	Cryl1
ENSCAFG00000007291	2	PARPBP	ENSG00000185480	PARPBP	ENSMUSG00000035365	Parpbp
ENSCAFG00000007307	4		ENSG00000135480	KRT7	ENSMUSG00000023039	Krt7
ENSCAFG00000007308	7	DEPDC7	ENSG00000121690	DEPDC7	ENSMUSG00000027173	Depdc7
ENSCAFG00000007309	9	PAX8	ENSG00000125618	PAX8	ENSMUSG00000026976	Pax8
ENSCAFG00000007310	11	PAH	ENSG00000171759	PAH	ENSMUSG00000020051	Pah
ENSCAFG00000007334	1	STAB2	ENSG00000136011	STAB2	ENSMUSG00000035459	Stab2
ENSCAFG00000007377	11	PEPD	ENSG00000124299	PEPD	ENSMUSG00000063931	Pepd
ENSCAFG00000007381	8	BPIFB1	ENSG00000125999	BPIFB1	ENSMUSG00000027485	Bpifb1
ENSCAFG00000007382	8	PPP1R42	ENSG00000178125	PPP1R42	ENSMUSG00000025916	Ppp1r42
ENSCAFG00000007407	11		ENSG00000245848	CEBPA	ENSMUSG00000034957	Cebpa
ENSCAFG00000007413	7	FABP1	ENSG00000163586	FABP1	ENSMUSG00000054422	Fabp1
ENSCAFG00000007418	3	RNF17	ENSG00000132972	RNF17	ENSMUSG00000000365	Rnf17
ENSCAFG00000007419	6	DNASE1L3	ENSG00000163687	DNASE1L3	ENSMUSG00000025279	Dnase1l3
ENSCAFG00000007424	6	SWAP70	ENSG00000133789	SWAP70	ENSMUSG00000031015	Swap70
ENSCAFG00000007426	9	WT1	ENSG00000184937	WT1	ENSMUSG00000016458	Wt1
ENSCAFG00000007465	10	RHPN2	ENSG00000131941	RHPN2	ENSMUSG00000030494	Rhpn2
ENSCAFG00000007489	6	RILPL2	ENSG00000150977	RILPL2	ENSMUSG00000029401	Rilpl2
ENSCAFG00000007497	2	KIF11	ENSG00000138160	KIF11	ENSMUSG00000012443	Kif11
ENSCAFG00000007499	9	SLC7A9	ENSG00000021488	SLC7A9	ENSMUSG00000030492	Slc7a9
ENSCAFG00000007520	7	CBR4	ENSG00000145439	CBR4	ENSMUSG00000031641	Cbr4
ENSCAFG00000007538	8	NME9	ENSG00000181322	NME9	ENSMUSG00000046242	Nme9
ENSCAFG00000007557	10	HHIP	ENSG00000164161	HHIP	ENSMUSG00000064325	Hhip
ENSCAFG00000007564	7	IMMT	ENSG00000132305	IMMT	ENSMUSG00000052337	Immt
ENSCAFG00000007568	4	CPA6	ENSG00000165078	CPA6	ENSMUSG00000042501	Cpa6
ENSCAFG00000007574	1	CYP26A1	ENSG00000095596	CYP26A1	ENSMUSG00000024987	Cyp26a1
ENSCAFG00000007592	3	TSHZ3	ENSG00000121297	TSHZ3	ENSMUSG00000021217	Tshz3
ENSCAFG00000007593	3	PAM	ENSG00000145730	PAM	ENSMUSG00000026335	Pam
ENSCAFG00000007594	6	CD180	ENSG00000134061	CD180	ENSMUSG00000021624	Cd180
ENSCAFG00000007601	2	ZNF536	ENSG00000198597	ZNF536	ENSMUSG00000043456	Zfp536
ENSCAFG00000007608	4	SH3RF1	ENSG00000154447	SH3RF1	ENSMUSG00000031642	Sh3rf1
ENSCAFG00000007609	3	IRAG1	ENSG00000072952	IRAG1	ENSMUSG00000005611	Irag1
ENSCAFG00000007614	2	CCNE1	ENSG00000105173	CCNE1	ENSMUSG00000002068	Ccne1
ENSCAFG00000007626	1	PIK3R1	ENSG00000145675	PIK3R1	ENSMUSG00000041417	Pik3r1
ENSCAFG00000007637	7	ACSS2	ENSG00000131069	ACSS2	ENSMUSG00000027605	Acss2
ENSCAFG00000007653	1	ST3GAL5	ENSG00000115525	ST3GAL5	ENSMUSG00000056091	St3gal5
ENSCAFG00000007656	8	C29H8orf34	ENSG00000165084	C8orf34	ENSMUSG00000057715	A830018L16Rik
ENSCAFG00000007658	8	SFTPB	ENSG00000168878	SFTPB	ENSMUSG00000056370	Sftpb
ENSCAFG00000007662	7	ACSL1	ENSG00000151726	ACSL1	ENSMUSG00000018796	Acsl1
ENSCAFG00000007663	7	GLYAT	ENSG00000149124	GLYAT	ENSMUSG00000063683	Glyat
ENSCAFG00000007680	11	TMEM150A	ENSG00000168890	TMEM150A	ENSMUSG00000055912	Tmem150a
ENSCAFG00000007683	7	AADAT	ENSG00000109576	AADAT	ENSMUSG00000057228	Aadat
ENSCAFG00000007695	4	SLMAP	ENSG00000163681	SLMAP	ENSMUSG00000021870	Slmap
ENSCAFG00000007698	5	ZNF827	ENSG00000151612	ZNF827	ENSMUSG00000071064	Zfp827
ENSCAFG00000007720	1	GGCX	ENSG00000115486	GGCX	ENSMUSG00000053460	Ggcx
ENSCAFG00000007749	3	MYOF	ENSG00000138119	MYOF	ENSMUSG00000048612	Myof
ENSCAFG00000007758	2	GALNT6	ENSG00000139629	GALNT6	ENSMUSG00000037280	Galnt6
ENSCAFG00000007765	8	TTC29	ENSG00000137473	TTC29	ENSMUSG00000037101	Ttc29
ENSCAFG00000007778	6	BIN2	ENSG00000110934	BIN2	ENSMUSG00000098112	Bin2
ENSCAFG00000007779	7	PRMT9	ENSG00000164169	PRMT9	ENSMUSG00000037134	Prmt9
ENSCAFG00000007788	5	CAPG	ENSG00000042493	CAPG	ENSMUSG00000056737	Capg
ENSCAFG00000007805	10	OCLN	ENSG00000197822	OCLN	ENSMUSG00000021638	Ocln
ENSCAFG00000007810	1	ERAP1	ENSG00000164307	ERAP1	ENSMUSG00000021583	Erap1
ENSCAFG00000007826	5	HCAR1	ENSG00000196917	HCAR1	ENSMUSG00000049241	Hcar1
ENSCAFG00000007838	1	SERPING1	ENSG00000149131	SERPING1	ENSMUSG00000023224	Serping1
ENSCAFG00000007845	3	DKK3	ENSG00000050165	DKK3	ENSMUSG00000030772	Dkk3
ENSCAFG00000007846	7	GBE1	ENSG00000114480	GBE1	ENSMUSG00000022707	Gbe1
ENSCAFG00000007858	0	HAND2	ENSG00000164107	HAND2	ENSMUSG00000038193	Hand2
ENSCAFG00000007867	10	MICAL2	ENSG00000133816	MICAL2	ENSMUSG00000038244	Mical2
ENSCAFG00000007878	8	SLC43A3	ENSG00000134802	SLC43A3	ENSMUSG00000027074	Slc43a3
ENSCAFG00000007881	2	CEP55	ENSG00000138180	CEP55	ENSMUSG00000024989	Cep55
ENSCAFG00000007882	0	PCSK1	ENSG00000175426	PCSK1	ENSMUSG00000021587	Pcsk1
ENSCAFG00000007887	7	MCCC2	ENSG00000131844	MCCC2	ENSMUSG00000021646	Mccc2
ENSCAFG00000007891	10	HPGD	ENSG00000164120	HPGD	ENSMUSG00000031613	Hpgd
ENSCAFG00000007892	6	PRG3	ENSG00000156575	PRG3	ENSMUSG00000027072	Prg3
ENSCAFG00000007893	1	RBP4	ENSG00000138207	RBP4	ENSMUSG00000024990	Rbp4
ENSCAFG00000007894	5	EYA1	ENSG00000104313	EYA1	ENSMUSG00000025932	Eya1
ENSCAFG00000007897	10	PLS1	ENSG00000120756	PLS1	ENSMUSG00000049493	Pls1
ENSCAFG00000007923	2	MSC	ENSG00000178860	MSC	ENSMUSG00000025930	Msc
ENSCAFG00000007931	4	TRPA1	ENSG00000104321	TRPA1	ENSMUSG00000032769	Trpa1
ENSCAFG00000007934	11	CTSB	ENSG00000164733	CTSB	ENSMUSG00000021939	Ctsb
ENSCAFG00000007943	8	FAM81B	ENSG00000153347	FAM81B	ENSMUSG00000109228	Fam81b
ENSCAFG00000007960	10	MAB21L2	ENSG00000181541	MAB21L2	ENSMUSG00000057777	Mab21l2
ENSCAFG00000007963	6	BLK	ENSG00000136573	BLK	ENSMUSG00000014453	Blk
ENSCAFG00000007987	7	SUCLG1	ENSG00000163541	SUCLG1	ENSMUSG00000052738	Suclg1
ENSCAFG00000008004	3	SBSPON	ENSG00000164764	SBSPON	ENSMUSG00000032719	Sbspon
ENSCAFG00000008016	7	UQCC1	ENSG00000101019	UQCC1	ENSMUSG00000005882	Uqcc1
ENSCAFG00000008027	4	GDF5	ENSG00000125965	GDF5	ENSMUSG00000038259	Gdf5
ENSCAFG00000008039	2	DIP2B	ENSG00000066084	DIP2B	ENSMUSG00000023026	Dip2b
ENSCAFG00000008079	3	CTNNA2	ENSG00000066032	CTNNA2	ENSMUSG00000063063	Ctnna2
ENSCAFG00000008082	4	RASSF10	ENSG00000189431	RASSF10	ENSMUSG00000098132	Rassf10
ENSCAFG00000008093	7	HPD	ENSG00000158104	HPD	ENSMUSG00000029445	Hpd
ENSCAFG00000008143	7	MSRA	ENSG00000175806	MSRA	ENSMUSG00000054733	Msra
ENSCAFG00000008199	4	FMN1	ENSG00000248905	FMN1	ENSMUSG00000044042	Fmn1
ENSCAFG00000008201	9	TMEM174	ENSG00000164325	TMEM174	ENSMUSG00000046082	Tmem174
ENSCAFG00000008210	4	GREM1	ENSG00000166923	GREM1	ENSMUSG00000074934	Grem1
ENSCAFG00000008214	2	FHDC1	ENSG00000137460	FHDC1	ENSMUSG00000041842	Fhdc1
ENSCAFG00000008219	0	SCG5	ENSG00000166922	SCG5	ENSMUSG00000023236	Scg5
ENSCAFG00000008244	0	GJD2	ENSG00000159248	GJD2	ENSMUSG00000068615	Gjd2
ENSCAFG00000008265	4	HK2	ENSG00000159399	HK2	ENSMUSG00000000628	Hk2
ENSCAFG00000008285	10	HNF4G	ENSG00000164749	HNF4G	ENSMUSG00000017688	Hnf4g
ENSCAFG00000008288	11	GPD1	ENSG00000167588	GPD1	ENSMUSG00000023019	Gpd1
ENSCAFG00000008289	3	ENC1	ENSG00000171617	ENC1	ENSMUSG00000041773	Enc1
ENSCAFG00000008302	5	MEF2C	ENSG00000081189	MEF2C	ENSMUSG00000005583	Mef2c
ENSCAFG00000008308	11	NFS1	ENSG00000244005	NFS1	ENSMUSG00000027618	Nfs1
ENSCAFG00000008310	1	ZFHX4	ENSG00000091656	ZFHX4	ENSMUSG00000025255	Zfhx4
ENSCAFG00000008324	1	CP	ENSG00000047457	CP	ENSMUSG00000003617	Cp
ENSCAFG00000008340	2	RACGAP1	ENSG00000161800	RACGAP1	ENSMUSG00000023015	Racgap1
ENSCAFG00000008341	3	SPON1	ENSG00000262655	SPON1	ENSMUSG00000038156	Spon1
ENSCAFG00000008348	10	TM4SF4	ENSG00000169903	TM4SF4	ENSMUSG00000027801	Tm4sf4
ENSCAFG00000008349	6	DOK1	ENSG00000115325	DOK1	ENSMUSG00000068335	Dok1
ENSCAFG00000008354	3	SCARA5	ENSG00000168079	SCARA5	ENSMUSG00000022032	Scara5
ENSCAFG00000008356	3	WWTR1	ENSG00000018408	WWTR1	ENSMUSG00000027803	Wwtr1
ENSCAFG00000008358	5	LOXL3	ENSG00000115318	LOXL3	ENSMUSG00000000693	Loxl3
ENSCAFG00000008359	3	DCHS2	ENSG00000197410	DCHS2	ENSMUSG00000102692	Dchs2
ENSCAFG00000008366	9	AQP6	ENSG00000086159	AQP6	ENSMUSG00000043144	Aqp6
ENSCAFG00000008369	2	PBK	ENSG00000168078	PBK	ENSMUSG00000022033	Pbk
ENSCAFG00000008378	2	ESCO2	ENSG00000171320	ESCO2	ENSMUSG00000022034	Esco2
ENSCAFG00000008380	8	AQP5	ENSG00000161798	AQP5	ENSMUSG00000044217	Aqp5
ENSCAFG00000008393	11	MRPS28	ENSG00000147586	MRPS28	ENSMUSG00000040269	Mrps28
ENSCAFG00000008404	11	CLU	ENSG00000120885	CLU	ENSMUSG00000022037	Clu
ENSCAFG00000008413	5	EPB41L1	ENSG00000088367	EPB41L1	ENSMUSG00000027624	Epb41l1
ENSCAFG00000008424	1	FGB	ENSG00000171564	FGB	ENSMUSG00000033831	Fgb
ENSCAFG00000008438	11	EPHX2	ENSG00000120915	EPHX2	ENSMUSG00000022040	Ephx2
ENSCAFG00000008440	1	FGG	ENSG00000171557	FGG	ENSMUSG00000033860	Fgg
ENSCAFG00000008482	3	JAM2	ENSG00000154721	JAM2	ENSMUSG00000053062	Jam2
ENSCAFG00000008511	6	HVCN1	ENSG00000122986	HVCN1	ENSMUSG00000064267	Hvcn1
ENSCAFG00000008531	6	P2RY13	ENSG00000181631	P2RY13	ENSMUSG00000036362	P2ry13
ENSCAFG00000008554	10	AADAC	ENSG00000114771	AADAC	ENSMUSG00000027761	Aadac
ENSCAFG00000008591	1	TDO2	ENSG00000151790	TDO2	ENSMUSG00000028011	Tdo2
ENSCAFG00000008600	7	DNAJC22	ENSG00000178401	DNAJC22	ENSMUSG00000038009	Dnajc22
ENSCAFG00000008603	2	MBNL1	ENSG00000152601	MBNL1	ENSMUSG00000027763	Mbnl1
ENSCAFG00000008623	0	PRPH	ENSG00000135406	PRPH	ENSMUSG00000023484	Prph
ENSCAFG00000008624	1	STBD1	ENSG00000118804	STBD1	ENSMUSG00000047963	Stbd1
ENSCAFG00000008635	5	SOGA1	ENSG00000149639	SOGA1	ENSMUSG00000055485	Soga1
ENSCAFG00000008638	10	ARHGEF26	ENSG00000114790	ARHGEF26	ENSMUSG00000036885	Arhgef26
ENSCAFG00000008650	9	TLDC2	ENSG00000101342	TLDC2	ENSMUSG00000074628	Tldc2
ENSCAFG00000008663	10	SOWAHB	ENSG00000186212	SOWAHB	ENSMUSG00000045314	Sowahb
ENSCAFG00000008677	3	SSBP2	ENSG00000145687	SSBP2	ENSMUSG00000003992	Ssbp2
ENSCAFG00000008680	8	DRC7	ENSG00000159625	DRC7	ENSMUSG00000031786	Drc7
ENSCAFG00000008681	11	ETFDH	ENSG00000171503	ETFDH	ENSMUSG00000027809	Etfdh
ENSCAFG00000008692	6	CXCL13	ENSG00000156234	CXCL13	ENSMUSG00000023078	Cxcl13
ENSCAFG00000008698	7	ACOT12	ENSG00000172497	ACOT12	ENSMUSG00000021620	Acot12
ENSCAFG00000008702	2	CA1	ENSG00000133742	CA1	ENSMUSG00000027556	Car1
ENSCAFG00000008711	9	MME	ENSG00000196549	MME	ENSMUSG00000027820	Mme
ENSCAFG00000008723	6	SPI1	ENSG00000066336	SPI1	ENSMUSG00000002111	Spi1
ENSCAFG00000008725	1	ADRA1A	ENSG00000120907	ADRA1A	ENSMUSG00000045875	Adra1a
ENSCAFG00000008746	4	PLCH1	ENSG00000114805	PLCH1	ENSMUSG00000036834	Plch1
ENSCAFG00000008747	4	DGUOK	ENSG00000163017	ACTG2	ENSMUSG00000059430	Actg2
ENSCAFG00000008757	9	DDN	ENSG00000181418	DDN	ENSMUSG00000059213	Ddn
ENSCAFG00000008759	10	FSTL5	ENSG00000168843	FSTL5	ENSMUSG00000034098	Fstl5
ENSCAFG00000008795	0	FKBP11	ENSG00000134285	FKBP11	ENSMUSG00000003355	Fkbp11
ENSCAFG00000008804	6	MARCHF1	ENSG00000145416	MARCHF1	ENSMUSG00000036469	Marchf1
